datetime,Ta,RH,WS,P,Kd,Ld
11/2/2011 2:30,26.9,54,1.388888889,1008.2,0,406.03
11/2/2011 3:00,26.1,58,4.722222222,1008.7,0,421.36
11/2/2011 3:30,25.1,65,2.5,1008.9,0,408.38
11/2/2011 4:00,24.9,66,2.5,1009.2,0,420.12
11/2/2011 4:30,24.7,67,0.555555556,1009.4,0,409.08
11/2/2011 5:00,24.7,64,2.5,1009.7,0,418.76
11/2/2011 5:30,24.7,64,2.222222222,1010.2,0,423.43
11/2/2011 6:00,24.4,71,2.5,1010.5,7.72,418.47
11/2/2011 6:30,24.9,66,2.222222222,1010.8,24.98,416.84
11/2/2011 7:00,25,67,2.5,1011.5,18.34,421.08
11/2/2011 7:30,24.1,77,2.5,1011.9,20.45,418.77
11/2/2011 8:00,22.8,87,2.222222222,1012.3,28.8,419.3
11/2/2011 8:30,22.9,92,2.222222222,1011.9,68.82,420.94
11/2/2011 9:00,22.1,93,3.055555556,1012.7,86.9,414.78
11/2/2011 9:30,22,95,1.388888889,1012.9,35.84,417.67
11/2/2011 10:00,21.6,96,2.5,1013.3,142.16,413.96
11/2/2011 10:30,22.2,95,1.111111111,1013,444.3,418.64
11/2/2011 11:00,22.8,90,3.611111111,1013.1,432.76,418.85
11/2/2011 11:30,23.7,85,3.611111111,1013.4,533.85,417.7
11/2/2011 12:00,23.5,84,3.611111111,1013.5,646.86,418.49
11/2/2011 12:30,24.1,80,3.611111111,1013.4,313.97,422.05
11/2/2011 13:00,23.8,76,4.166666667,1013.6,1058.43,392.51
11/2/2011 13:30,24.5,71,4.166666667,1013.5,259.24,423.77
11/2/2011 14:00,23.4,75,5,1014.1,365.22,418.45
11/2/2011 14:30,23.4,71,4.166666667,1014.2,388.78,416.5
11/2/2011 15:00,23.8,67,4.722222222,1014.2,524.65,411.6
11/2/2011 15:30,23.3,68,5,1014.2,486.39,408.97
11/2/2011 16:00,22.5,69,4.722222222,1014.4,477.8,400.02
11/2/2011 16:30,22.4,68,5,1014.7,224.59,398.24
11/2/2011 17:00,20.9,73,6.111111111,1015.2,314.7,401.51
11/2/2011 17:30,20.5,73,5.833333333,1015.6,119.03,403.28
11/2/2011 18:00,20.2,75,4.166666667,1016.1,50.65,402.7
11/2/2011 18:30,19.8,75,3.611111111,1017,67.3,381.43
11/2/2011 19:00,19.2,76,4.166666667,1017.3,2.5,397.74
11/2/2011 19:30,18.9,76,4.166666667,1017.5,0,396.58
11/2/2011 20:00,18.8,74,4.166666667,1017.6,0,395.54
11/2/2011 20:30,18.4,74,4.722222222,1017.8,0,395.3
11/2/2011 21:00,18.2,74,4.722222222,1018.4,0,393.71
11/2/2011 21:30,18.2,74,3.611111111,1018.7,0,393.83
11/2/2011 22:00,18.1,73,3.611111111,1018.6,0,390.75
11/2/2011 22:30,17.8,73,2.5,1018.3,0,392.5
11/2/2011 23:00,17.9,73,4.166666667,1018.2,0,390.82
11/2/2011 23:30,17.8,72,5.833333333,1018.4,0,389.77
12/2/2011 0:00,17.8,71,4.166666667,1018.6,0,390.48
12/2/2011 0:30,17.7,70,4.722222222,1018.3,0,387.55
12/2/2011 1:00,17.8,69,3.611111111,1018.1,0,387.41
12/2/2011 1:30,17.7,68,5,1017.7,0,389.83
12/2/2011 2:00,17.6,70,3.611111111,1017.7,0,390.32
12/2/2011 2:30,17.1,70,6.111111111,1017.3,0,382.81
12/2/2011 3:00,16.7,69,4.166666667,1017.4,0,379.85
12/2/2011 3:30,16.6,69,4.166666667,1017.6,0,367.33
12/2/2011 4:00,16.6,69,2.5,1017.9,0,367.2
12/2/2011 4:30,16.5,69,1.388888889,1018.3,0,370.58
12/2/2011 5:00,17,68,3.055555556,1018.7,0,382.22
12/2/2011 5:30,17.1,70,1.388888889,1019.1,0,385.88
12/2/2011 6:00,17.2,67,3.055555556,1019.7,5.34,386.27
12/2/2011 6:30,17.2,66,3.055555556,1020.1,21.85,384.87
12/2/2011 7:00,17.4,66,2.5,1020.8,36.72,384.61
12/2/2011 7:30,17.3,66,2.5,1021.2,99.03,384.15
12/2/2011 8:00,17.6,63,2.5,1021.4,110.9,382.53
12/2/2011 8:30,18.1,62,3.055555556,1021.5,179.35,383.35
12/2/2011 9:00,18.6,60,3.055555556,1021.2,241.28,380.26
12/2/2011 9:30,20.3,55,4.166666667,1020.9,370.57,369
12/2/2011 10:00,19.7,58,3.611111111,1020.8,446.53,362.6
12/2/2011 10:30,20,55,2.222222222,1020.8,424.26,356.1
12/2/2011 11:00,20.5,54,1.388888889,1020.6,632.5,369.81
12/2/2011 11:30,21.1,53,2.222222222,1020.5,328.39,377.81
12/2/2011 12:00,20.8,53,3.055555556,1020.3,497.05,371.63
12/2/2011 12:30,21.8,51,5,1020.2,421.71,376.5
12/2/2011 13:00,21.7,49,4.166666667,1019.9,583.85,361.55
12/2/2011 13:30,20.4,54,5,1020.1,454.04,360.97
12/2/2011 14:00,20.8,53,5.833333333,1020,430.96,360.59
12/2/2011 14:30,20.1,55,4.722222222,1020,411.79,356.01
12/2/2011 15:00,20.5,53,5,1019.8,306.47,354.92
12/2/2011 15:30,20.2,54,4.722222222,1019.8,237.55,354.31
12/2/2011 16:00,20.3,53,5,1019.4,321.38,343.9
12/2/2011 16:30,19.9,55,4.722222222,1019.7,269.36,346.23
12/2/2011 17:00,20.1,52,3.055555556,1019.7,351.75,341.04
12/2/2011 17:30,19.6,53,3.611111111,1019.7,256.77,337.01
12/2/2011 18:00,19.1,56,3.611111111,1020,113.6,337.39
12/2/2011 18:30,18.5,56,5,1020.3,72.54,323.89
12/2/2011 19:00,17.3,58,4.166666667,1020.7,14.45,312.3
12/2/2011 19:30,16.3,62,4.722222222,1021.1,1.42,306.76
12/2/2011 20:00,15.8,64,4.166666667,1021.6,0,322.47
12/2/2011 20:30,15.5,67,2.5,1022,0,329.45
12/2/2011 21:00,15.5,67,3.055555556,1022.2,0,328.09
12/2/2011 21:30,15.6,67,3.611111111,1022.3,0,332.87
12/2/2011 22:00,15.5,67,3.611111111,1022.1,0,331.42
12/2/2011 22:30,15.4,67,3.055555556,1022.1,0,330.98
12/2/2011 23:00,15.3,67,2.5,1022,0,325.6
12/2/2011 23:30,15.3,68,2.5,1022.3,0,326.15
13/02/2011 0:00,15.1,70,1.388888889,1022.1,0,315.05
13/02/2011 0:30,15,70,2.222222222,1021.9,0,319.71
13/02/2011 1:00,14.8,72,2.222222222,1021.9,0,303.02
13/02/2011 1:30,14.8,70,3.055555556,1021.6,0,311.47
13/02/2011 2:00,14.6,70,0.555555556,1021.7,0,308.17
13/02/2011 2:30,14,74,0,1021.8,0,306.12
13/02/2011 3:00,13.8,74,2.222222222,1021.9,0,301.53
13/02/2011 3:30,13.7,74,1.388888889,1022.2,0,313.87
13/02/2011 4:00,13.6,74,2.222222222,1022.3,0,306.16
13/02/2011 4:30,13.5,74,2.222222222,1022.5,0,304.94
13/02/2011 5:00,13,77,1.111111111,1022.5,0,297.43
13/02/2011 5:30,12.8,76,0,1022.9,0,296.47
13/02/2011 6:00,13.1,74,0.555555556,1023.4,14.1,295.67
13/02/2011 6:30,13.5,68,2.222222222,1023.7,103.09,295.95
13/02/2011 7:00,14.9,64,2.222222222,1024.2,220.72,297.91
13/02/2011 7:30,15.9,60,3.055555556,1024.6,332.59,299.37
13/02/2011 8:00,15.7,60,3.055555556,1025.1,447.02,301.37
13/02/2011 8:30,16.8,55,2.5,1024.5,559.9,306.78
13/02/2011 9:00,17.2,56,1.388888889,1024.3,666.14,308.35
13/02/2011 9:30,18.4,48,2.5,1024.3,758.57,311.42
13/02/2011 10:00,19.3,45,3.055555556,1024.4,844.13,313.41
13/02/2011 10:30,19.5,43,2.5,1024.3,912.39,317.21
13/02/2011 11:00,20.8,41,2.5,1024.1,969.58,319.18
13/02/2011 11:30,21.6,41,3.611111111,1023.7,1012.54,323.52
13/02/2011 12:00,22.2,40,2.222222222,1023.1,1031.08,327.22
13/02/2011 12:30,22.6,39,3.055555556,1022.8,1043.93,329.91
13/02/2011 13:00,23.6,38,3.611111111,1022.5,1033.5,333.9
13/02/2011 13:30,24.3,38,2.5,1022.2,1001.91,336.64
13/02/2011 14:00,24.2,39,3.611111111,1022,966.9,338.48
13/02/2011 14:30,24.8,39,3.611111111,1021.7,909.52,340.03
13/02/2011 15:00,24.8,39,4.722222222,1021.3,843.66,340.09
13/02/2011 15:30,24.7,39,3.611111111,1021.1,759.3,339.66
13/02/2011 16:00,24.7,39,3.611111111,1020.9,667.03,335.79
13/02/2011 16:30,24.3,39,3.611111111,1020.7,561.54,336.37
13/02/2011 17:00,24.4,40,3.611111111,1020.7,451.37,334.85
13/02/2011 17:30,23.5,44,3.611111111,1020.7,335.16,334.87
13/02/2011 18:00,22.8,46,3.611111111,1020.8,220.25,330.15
13/02/2011 18:30,21.6,51,3.611111111,1020.9,109.58,324.71
13/02/2011 19:00,20,54,3.611111111,1021.2,24.6,318.73
13/02/2011 19:30,18.7,60,3.611111111,1021.5,1.88,313.6
13/02/2011 20:00,18,62,3.611111111,1021.9,0,309.97
13/02/2011 20:30,17.1,66,5,1022.1,0,309.03
13/02/2011 21:00,16.7,69,4.166666667,1022.4,0,308.55
13/02/2011 21:30,16.5,71,2.5,1022.7,0,308.06
13/02/2011 22:00,16.4,70,4.166666667,1022.6,0,308.09
13/02/2011 22:30,16.5,68,5.833333333,1022.3,0,308.09
13/02/2011 23:00,16.4,69,3.611111111,1022.1,0,309.79
13/02/2011 23:30,16.4,70,3.055555556,1021.9,0,312.41
14/02/2011 0:00,16.5,69,3.055555556,1021.6,0,311.91
14/02/2011 0:30,16.4,71,4.166666667,1021.3,0,311.75
14/02/2011 1:00,16.5,70,2.5,1021,0,312.67
14/02/2011 1:30,16.5,70,2.5,1020.7,0,313.45
14/02/2011 2:00,16.6,69,3.611111111,1020.2,0,312.57
14/02/2011 2:30,16.5,70,3.611111111,1020.3,0,320.32
14/02/2011 3:00,16.8,68,2.5,1020.3,0,320.08
14/02/2011 3:30,16.8,69,4.722222222,1020.1,0,315.44
14/02/2011 4:00,16.7,68,3.055555556,1020.2,0,319.27
14/02/2011 4:30,16.7,67,3.055555556,1020.2,0,316.8
14/02/2011 5:00,17.1,63,3.055555556,1020.4,0,313.32
14/02/2011 5:30,17,64,2.5,1020.5,0,316.65
14/02/2011 6:00,16.6,65,1.388888889,1020.7,15.87,314.48
14/02/2011 6:30,17.2,63,0.555555556,1021,129.49,314.47
14/02/2011 7:00,17.7,61,2.5,1021.3,153.6,318.31
14/02/2011 7:30,18.3,61,2.5,1021.9,275.53,323.42
14/02/2011 8:00,19,57,1.111111111,1022.2,368.24,327.35
14/02/2011 8:30,20.8,52,2.222222222,1022,553.63,329.13
14/02/2011 9:00,21.8,48,4.166666667,1021.7,353.81,330.99
14/02/2011 9:30,22.4,46,2.222222222,1021.7,621.15,332.39
14/02/2011 10:00,23.1,44,3.611111111,1021.4,824.82,334
14/02/2011 10:30,24.1,39,2.5,1021.4,959.62,333.83
14/02/2011 11:00,24.5,38,2.222222222,1021,294.86,335.16
14/02/2011 11:30,25.4,37,2.5,1020.3,670.07,341.56
14/02/2011 12:00,25.5,36,2.222222222,1020.2,946.57,343.22
14/02/2011 12:30,27.2,35,3.055555556,1019.8,1151.34,346.99
14/02/2011 13:00,26.6,39,5,1019.6,974.22,346.53
14/02/2011 13:30,25.6,41,5.833333333,1019.2,481.49,355.52
14/02/2011 14:00,25.1,46,4.722222222,1019.1,550.83,351.84
14/02/2011 14:30,25.4,46,4.722222222,1018.6,558.42,348.24
14/02/2011 15:00,25,48,4.166666667,1018,394.32,356.33
14/02/2011 15:30,25.2,47,5,1017.7,604.05,352.83
14/02/2011 16:00,27.2,43,4.166666667,1017.2,679.77,348.22
14/02/2011 16:30,27.4,41,2.5,1017.2,407.1,358.89
14/02/2011 17:00,26.9,40,2.222222222,1017.1,257.07,361.29
14/02/2011 17:30,25.9,39,4.722222222,1017.4,231.34,366.13
14/02/2011 18:00,25.5,39,3.611111111,1017.2,106.47,360.46
14/02/2011 18:30,25.2,42,1.388888889,1017.5,64.4,362.47
14/02/2011 19:00,24.4,44,0,1017.8,15.92,359.15
14/02/2011 19:30,23.2,49,1.388888889,1017.9,0,359.45
14/02/2011 20:00,22.7,50,1.388888889,1018,0,350.21
14/02/2011 20:30,22.6,47,1.388888889,1018.1,0,351.8
14/02/2011 21:00,22.2,49,2.5,1018.1,0,350.27
14/02/2011 21:30,21.6,51,3.611111111,1018.1,0,345.99
14/02/2011 22:00,21.3,51,2.222222222,1017.7,0,341.85
14/02/2011 22:30,21.1,51,2.222222222,1017.8,0,339.54
14/02/2011 23:00,21.2,49,3.055555556,1017.8,0,340.2
14/02/2011 23:30,20.6,51,3.055555556,1017.6,0,344.23
15/02/2011 0:00,20.3,53,2.5,1017.4,0,346.48
15/02/2011 0:30,20.1,54,1.388888889,1017.1,0,347.02
15/02/2011 1:00,20.4,54,0.555555556,1016.6,0,352.86
15/02/2011 1:30,19.6,58,0.555555556,1016.3,0,348.73
15/02/2011 2:00,19.2,59,1.111111111,1016.1,0,344.81
15/02/2011 2:30,18.8,63,1.388888889,1015.8,0,341.98
15/02/2011 3:00,18.5,65,0,1015.6,0,352.24
15/02/2011 3:30,18.7,63,0,1015.6,0,362.66
15/02/2011 4:00,18.7,64,0.555555556,1015.4,0,357.26
15/02/2011 4:30,18.6,66,0.555555556,1015.3,0,365.34
15/02/2011 5:00,18.4,68,0.555555556,1015.6,0,357.6
15/02/2011 5:30,18.4,68,1.111111111,1016,0,347.52
15/02/2011 6:00,18.2,70,0,1016.1,7.7,348.51
15/02/2011 6:30,18.2,71,0.555555556,1016.4,24.63,357.04
15/02/2011 7:00,18.8,69,0,1016.3,193.28,351.75
15/02/2011 7:30,19.7,66,0,1016.4,77.88,360.46
15/02/2011 8:00,21.5,63,0,1016.4,435.05,361.65
15/02/2011 8:30,23.8,55,0.555555556,1016.1,527.62,365.99
15/02/2011 9:00,25.7,45,1.111111111,1015.8,630.49,369.15
15/02/2011 9:30,27,43,1.111111111,1015.5,532.3,372.51
15/02/2011 10:00,28.5,38,3.611111111,1015.3,806.28,364.36
15/02/2011 10:30,29.1,36,4.166666667,1015.3,773,368.02
15/02/2011 11:00,30.1,38,3.611111111,1014.7,935.73,371.62
15/02/2011 11:30,30.5,36,4.722222222,1014.4,1004.44,374.65
15/02/2011 12:00,30.8,34,5,1014.2,1010.53,374.04
15/02/2011 12:30,29.7,35,5,1014,1041.18,375.74
15/02/2011 13:00,29.4,36,4.722222222,1013.8,1003.1,374.46
15/02/2011 13:30,30.4,34,3.611111111,1013.3,977.54,378.45
15/02/2011 14:00,31.3,32,4.166666667,1012.8,933.3,382.84
15/02/2011 14:30,32.7,31,4.722222222,1012.3,903.65,384.24
15/02/2011 15:00,32.2,32,5,1011.8,682.82,383.59
15/02/2011 15:30,31.8,34,5.833333333,1011.7,604.91,383.18
15/02/2011 16:00,31.1,37,6.111111111,1011.5,230.36,381.89
15/02/2011 16:30,26.8,53,6.666666667,1013.6,102.09,427.24
15/02/2011 17:00,26,50,6.111111111,1014.2,163.89,422.6
15/02/2011 17:30,25.6,49,6.111111111,1014.4,173.32,407.05
15/02/2011 18:00,25.8,48,6.666666667,1013.6,204.58,377.82
15/02/2011 18:30,25.5,45,5.833333333,1013.5,89.48,370.96
15/02/2011 19:00,25.2,43,3.611111111,1013.6,16.06,368.21
15/02/2011 19:30,24.7,45,2.222222222,1014.1,0,364.76
15/02/2011 20:00,24.3,46,2.5,1013.9,0,358.92
15/02/2011 20:30,24.5,44,2.222222222,1013.7,0,356.85
15/02/2011 21:00,23.5,48,0,1014,0,353.62
15/02/2011 21:30,22.8,51,0,1013.9,0,349.03
15/02/2011 22:00,22,56,0,1013.7,0,347.64
15/02/2011 22:30,21.5,56,0,1013.5,0,345.59
15/02/2011 23:00,20.9,58,0,1013.6,0,344.16
15/02/2011 23:30,20.6,59,0,1013.7,0,344.56
16/02/2011 0:00,20.3,60,0,1013.5,0,344.62
16/02/2011 0:30,20,61,0,1013.4,0,346.21
16/02/2011 1:00,20,62,1.111111111,1013.2,0,345.89
16/02/2011 1:30,20.2,62,1.111111111,1012.8,0,346.25
16/02/2011 2:00,20.2,63,0.555555556,1012.5,0,352.62
16/02/2011 2:30,20.1,63,1.111111111,1012.2,0,350.83
16/02/2011 3:00,20.4,62,0,1012.5,0,351.67
16/02/2011 3:30,21.2,59,1.388888889,1012.2,0,349.26
16/02/2011 4:00,20.9,61,2.5,1012.1,0,348.11
16/02/2011 4:30,20.4,65,1.111111111,1011.9,0,349.25
16/02/2011 5:00,19.9,67,0,1012.1,0,349.57
16/02/2011 5:30,19.6,69,0.555555556,1012.4,0,349.09
16/02/2011 6:00,19.3,70,0,1012.8,8.81,348.2
16/02/2011 6:30,19.6,68,0,1013.2,46.79,349.63
16/02/2011 7:00,21,67,1.111111111,1013.3,184.27,352.28
16/02/2011 7:30,23.3,58,0,1013.4,292.55,359.12
16/02/2011 8:00,24.9,52,1.111111111,1013.2,405.17,364.58
16/02/2011 8:30,25.8,53,2.222222222,1013.1,516.26,368.26
16/02/2011 9:00,26.7,52,2.5,1013,617.49,376.39
16/02/2011 9:30,27.2,51,2.5,1012.9,713.81,374.55
16/02/2011 10:00,28.2,47,3.055555556,1012.8,789.87,371.54
16/02/2011 10:30,28.3,47,3.611111111,1012.6,869.48,370.61
16/02/2011 11:00,30,43,2.5,1012.1,920.69,372.86
16/02/2011 11:30,30.1,42,2.5,1011.7,960.83,375.05
16/02/2011 12:00,31.1,38,2.222222222,1011.4,989.64,375.11
16/02/2011 12:30,31.1,40,4.722222222,1011.3,1001.14,373.81
16/02/2011 13:00,30.8,39,3.611111111,1011.1,992.9,373.75
16/02/2011 13:30,31.1,38,3.611111111,1010.8,971.55,373.08
16/02/2011 14:00,31.9,35,3.611111111,1010.5,930.98,370.41
16/02/2011 14:30,32.4,32,3.611111111,1010,879.55,369.38
16/02/2011 15:00,32.3,27,4.166666667,1009.7,813.84,367.64
16/02/2011 15:30,32.2,25,5,1009.6,730.35,366.9
16/02/2011 16:00,31.1,32,4.166666667,1009.5,639,363.35
16/02/2011 16:30,30.7,33,5.833333333,1009.8,535.04,363
16/02/2011 17:00,30.4,34,3.611111111,1009.8,424.36,361.84
16/02/2011 17:30,29.2,40,4.166666667,1010,311.04,363.22
16/02/2011 18:00,27.6,48,4.166666667,1010.1,197.32,361.35
16/02/2011 18:30,25.9,53,3.611111111,1010.1,93.3,359.19
16/02/2011 19:00,25.4,59,2.5,1010.4,14.45,356.89
16/02/2011 19:30,24.8,63,3.055555556,1010.6,0,355.91
16/02/2011 20:00,24,63,2.5,1010.7,0,356.44
16/02/2011 20:30,23.7,62,2.5,1010.7,0,357.24
16/02/2011 21:00,23.6,60,2.222222222,1010.9,0,357.22
16/02/2011 21:30,22.7,71,1.111111111,1011,0,357.11
16/02/2011 22:00,23.1,64,3.611111111,1011,0,359.5
16/02/2011 22:30,22.3,70,3.055555556,1011.1,0,357.47
16/02/2011 23:00,22.1,71,0.555555556,1011.2,0,357.69
16/02/2011 23:30,21.8,73,1.111111111,1011.5,0,355.51
17/02/2011 0:00,21.6,74,2.222222222,1011.4,0,355.96
17/02/2011 0:30,21.2,76,2.5,1011.5,0,355.94
17/02/2011 1:00,21.1,77,0.555555556,1011.5,0,354.63
17/02/2011 1:30,21,77,3.055555556,1011.7,0,354.97
17/02/2011 2:00,20.6,79,2.5,1011.7,0,354.5
17/02/2011 2:30,20.2,81,2.222222222,1011.8,0,356.33
17/02/2011 3:00,20,84,2.222222222,1011.5,0,350.87
17/02/2011 3:30,19.7,85,0,1011.5,0,348.74
17/02/2011 4:00,19.5,85,0,1011.6,0,347.57
17/02/2011 4:30,19.2,88,0,1011.9,0,347.38
17/02/2011 5:00,19,88,1.388888889,1012,0,344.41
17/02/2011 5:30,19,85,0.555555556,1012.8,0,344.16
17/02/2011 6:00,18.9,87,0.555555556,1013,9.97,342.1
17/02/2011 6:30,19,85,0.555555556,1013.3,65.29,341.96
17/02/2011 7:00,19.8,85,0.555555556,1013.4,155.5,379.13
17/02/2011 7:30,20.4,79,2.222222222,1013.9,97.49,404.66
17/02/2011 8:00,20.9,75,2.5,1014.1,168.36,398.31
17/02/2011 8:30,21.2,73,2.5,1014.4,162.84,405.19
17/02/2011 9:00,21.7,72,3.055555556,1014.3,565.74,385.39
17/02/2011 9:30,22.8,66,2.5,1014,367.48,403.99
17/02/2011 10:00,23.6,60,2.5,1014.2,1068.11,392.15
17/02/2011 10:30,24.5,54,2.5,1014.2,1019.7,358.86
17/02/2011 11:00,25.5,52,3.055555556,1013.9,963.99,350.88
17/02/2011 11:30,25.5,49,2.222222222,1013.5,984.57,349.67
17/02/2011 12:00,27,49,2.5,1013.1,1008.92,350.37
17/02/2011 12:30,27.8,45,2.5,1012.8,1015.84,352.63
17/02/2011 13:00,28.1,45,4.722222222,1012.7,1022.02,350.03
17/02/2011 13:30,28.9,42,5.833333333,1012.1,997.69,351.57
17/02/2011 14:00,29.6,40,5.833333333,1011.5,945.02,355.78
17/02/2011 14:30,30,36,4.166666667,1010.9,854.37,361.87
17/02/2011 15:00,30,40,4.166666667,1010.5,813.61,362.31
17/02/2011 15:30,30.2,39,4.722222222,1010.4,736.75,361.65
17/02/2011 16:00,29.7,39,3.055555556,1010.2,577.08,365.32
17/02/2011 16:30,29.3,39,3.611111111,1010.6,407.98,367.89
17/02/2011 17:00,28.4,43,3.611111111,1010.7,210.44,384.92
17/02/2011 17:30,27.5,48,3.611111111,1010.5,140.32,383.81
17/02/2011 18:00,25.8,54,5,1010.6,80.51,380.7
17/02/2011 18:30,24.4,59,3.055555556,1011,32.4,380.69
17/02/2011 19:00,23.4,62,3.055555556,1011.2,9.01,376.74
17/02/2011 19:30,22.9,64,3.611111111,1011.5,1,379.19
17/02/2011 20:00,22.5,65,3.611111111,1011.6,0,376.33
17/02/2011 20:30,22.1,67,2.5,1011.9,0,379.81
17/02/2011 21:00,21.7,68,3.611111111,1012.2,0,381.92
17/02/2011 21:30,21.4,69,2.222222222,1012.3,0,381.16
17/02/2011 22:00,21.4,70,0.555555556,1012.7,0,384.61
17/02/2011 22:30,21.5,70,0.555555556,1012.2,0,384.39
17/02/2011 23:00,21.6,70,3.055555556,1011.9,0,387.01
17/02/2011 23:30,21.6,70,0.555555556,1011.8,0,388.33
18/02/2011 0:00,21.8,73,2.222222222,1011.4,0,390.7
18/02/2011 0:30,21.9,75,0,1011,0,393.29
18/02/2011 1:00,22,71,1.111111111,1010.8,0,391.22
18/02/2011 1:30,22,73,0,1010.3,0,389.11
18/02/2011 2:00,22.1,73,1.388888889,1009.8,0,389.38
18/02/2011 2:30,22,73,0.555555556,1009.5,0,389.66
18/02/2011 3:00,21.9,72,0.555555556,1009.6,0,389.42
18/02/2011 3:30,22,71,3.611111111,1009.4,0,391.58
18/02/2011 4:00,22.6,71,2.5,1009.5,0,397.61
18/02/2011 4:30,22.9,72,0,1009.5,0,398.67
18/02/2011 5:00,21.7,76,2.5,1010.2,0,403.63
18/02/2011 5:30,21.3,79,2.5,1010.3,2.37,404.38
18/02/2011 6:00,20.8,86,2.222222222,1010.7,1.94,404.05
18/02/2011 6:30,20.5,92,2.5,1010.7,5.58,403.54
18/02/2011 7:00,20.8,88,2.5,1010.7,14.92,403.33
18/02/2011 7:30,20.7,81,2.222222222,1011,24.44,406.67
18/02/2011 8:00,20.6,83,1.388888889,1011.3,45.09,404.83
18/02/2011 8:30,20.8,86,0.555555556,1011.2,37.92,404.67
18/02/2011 9:00,20.3,89,2.222222222,1010.1,71.15,403.02
18/02/2011 9:30,20.3,88,1.111111111,1009.6,39.9,405.13
18/02/2011 10:00,20.4,86,2.5,1009.6,82.32,407.9
18/02/2011 10:30,20.1,89,2.5,1008.8,85.64,408.15
18/02/2011 11:00,20.5,85,4.166666667,1008.2,64.89,407
18/02/2011 11:30,19.8,85,4.722222222,1007.3,72.46,407.61
18/02/2011 12:00,19.4,87,6.111111111,1007.2,73.08,407.35
18/02/2011 12:30,19.4,88,6.111111111,1006.4,108.82,407.91
18/02/2011 13:00,19.8,88,5.833333333,1005.6,150.81,409.05
18/02/2011 13:30,19.9,89,4.166666667,1004.7,98.42,410.09
18/02/2011 14:00,20.2,88,5.833333333,1003.9,114.74,411.51
18/02/2011 14:30,21.2,84,5.833333333,1003.1,105.24,413.52
18/02/2011 15:00,21,86,6.666666667,1002.5,107,412.4
18/02/2011 15:30,21.4,85,6.111111111,1001.7,65.78,413.57
18/02/2011 16:00,21,89,5,1001.8,34.62,417.85
18/02/2011 16:30,21.1,93,4.722222222,1001.7,34.46,416.47
18/02/2011 17:00,21.3,93,5,1001.4,21.75,417.53
18/02/2011 17:30,21.6,93,4.722222222,1001.1,19.7,418.39
18/02/2011 18:00,21.6,93,4.166666667,1000.7,31.41,419.27
18/02/2011 18:30,22.1,91,5,1000.3,8.5,421.05
18/02/2011 19:00,22.3,90,6.111111111,1000.8,0,415
18/02/2011 19:30,22,93,6.666666667,1001.4,0,415
18/02/2011 20:00,21.2,95,4.722222222,1002,0,415
18/02/2011 20:30,21.4,92,4.722222222,1002.4,0,415
18/02/2011 21:00,21.2,92,4.166666667,1002.6,0,415
18/02/2011 21:30,20.5,90,5,1002.9,0,415
18/02/2011 22:00,20.4,89,4.722222222,1003,0,415
18/02/2011 22:30,20,92,5.833333333,1002.8,0,415
18/02/2011 23:00,20.1,93,5,1002.8,0,415
18/02/2011 23:30,20.1,92,4.722222222,1003.4,0,415
19/02/2011 0:00,19.5,91,6.111111111,1003.7,0,415
19/02/2011 0:30,19.2,91,5,1003.7,0,415
19/02/2011 1:00,18.7,94,3.055555556,1003.9,0,415
19/02/2011 1:30,18.6,95,3.611111111,1004.2,0,415
19/02/2011 2:00,18.7,93,4.166666667,1004.7,0,415
19/02/2011 2:30,18.8,90,3.611111111,1005.1,0,415
19/02/2011 3:00,18.7,90,3.611111111,1005.2,0,415
19/02/2011 3:30,18.7,89,3.055555556,1005.2,0,415
19/02/2011 4:00,18.5,90,2.222222222,1005.6,0,415
19/02/2011 4:30,18.7,88,3.611111111,1006,0,415
19/02/2011 5:00,18.5,87,2.5,1006.3,0,415
19/02/2011 5:30,18.6,85,2.222222222,1006.5,0,415
19/02/2011 6:00,18.6,85,2.222222222,1006.5,0,415
19/02/2011 6:30,19.2,82,4.722222222,1007.5,10.89,403.17
19/02/2011 7:00,19.2,87,4.722222222,1007.7,35.26,400.59
19/02/2011 7:30,19.4,82,3.611111111,1008.2,54.04,401.43
19/02/2011 8:00,19.5,78,2.5,1008.5,50.28,402.21
19/02/2011 8:30,18.8,89,3.611111111,1008.7,423.27,392.72
19/02/2011 9:00,20.2,73,4.722222222,1008.9,390.44,400.46
19/02/2011 9:30,20.9,69,5.833333333,1009.5,223.4,402.22
19/02/2011 10:00,20.5,73,5.833333333,1010.1,303.04,399.61
19/02/2011 10:30,21.2,67,5,1010.2,719.21,396.76
19/02/2011 11:00,21.6,66,5.833333333,1010.4,596.7,394.92
19/02/2011 11:30,22.2,60,4.722222222,1010.2,691.98,391.95
19/02/2011 12:00,22.6,59,5.833333333,1010.2,1007.62,367.17
19/02/2011 12:30,22.8,59,5,1009.9,1022.24,343.92
19/02/2011 13:00,22.8,58,5,1009.7,1006.96,343.3
19/02/2011 13:30,23.5,58,2.5,1009.7,983.37,343.11
19/02/2011 14:00,23.3,60,3.611111111,1009.7,1006.85,353.52
19/02/2011 14:30,23,62,4.722222222,1009.8,911.9,351.6
19/02/2011 15:00,23.5,60,4.166666667,1009.7,813.54,346.93
19/02/2011 15:30,24,56,4.722222222,1009.8,698.09,346.08
19/02/2011 16:00,22.8,60,4.722222222,1010.3,633.35,345.73
